file,json_path,context
data/checklists/browser-privacy/browser-privacy-privacy-hardening-checklist.json,sections[3].items[0].why,"Privacy-focused browsers like Brave, Tor Browser, or Incognito Browser have better default settings and less data collection than mainstream browsers."
data/checklists/browser-privacy/browser-privacy-privacy-hardening-checklist.json,sections[3].items[0].howTo,"Test Brave (built-in ad blocking), Tor Browser (anonymity), or Incognito Browser (comprehensive privacy). Compare features and usability for your needs before switching completely."
data/checklists/browser-privacy/browser-privacy-privacy-hardening-checklist.json,pro_tips[0],"Use different browsers for different activities - try Incognito Browser for sensitive browsing, regular browser for everyday use, and a separate profile for work to maintain compartmentalization."
data/checklists/browser-privacy/browser-privacy-security-checklist.json,sections[2].items[0].howTo,"Consider Brave (blocks ads/trackers by default), Firefox (customizable privacy), or Incognito Browser for maximum privacy. Avoid Chrome for sensitive browsing due to Google's data collection practices."
data/checklists/browser-privacy/browser-privacy-security-checklist.json,pro_tips[1],"Consider using Incognito Browser for maximum privacy protection, as it's specifically designed with privacy-first principles and advanced anti-fingerprinting technology."
data/checklists/ccpa/ccpa-california-privacy-privacy-hardening-checklist.json,sections[0].items[3].howTo,Visit the Digital Advertising Alliance opt-out page and Google's Ad Settings. Disable personalized ads and cross-site tracking. Use Incognito Browser to prevent tracking cookies.
data/checklists/ccpa/ccpa-california-privacy-privacy-hardening-checklist.json,sections[2].items[3].howTo,Update your website to detect and respect opt-out preference signals. Consider recommending Incognito Browser to customers for enhanced privacy controls.
data/checklists/ccpa/ccpa-california-privacy-privacy-hardening-checklist.json,pro_tips[1],Use Incognito Browser's built-in privacy tools to automatically send Global Privacy Control signals and block tracking cookies when browsing California business websites.
data/checklists/ccpa/ccpa-california-privacy-security-checklist.json,sections[1].items[5].howTo,Use Incognito Browser or similar privacy tools that block trackers by default. Enable 'Do Not Track' signals and regularly clear cookies and browsing data.
data/checklists/ccpa/ccpa-california-privacy-security-checklist.json,pro_tips[3],Consider using a privacy-focused browser like Incognito Browser by default to minimize data collection before it even begins.
data/checklists/children-safety/children-s-online-safety-privacy-hardening-checklist.json,sections[0].items[0].task,Install a privacy-focused browser like Incognito Browser
data/checklists/children-safety/children-s-online-safety-privacy-hardening-checklist.json,sections[0].items[0].howTo,Download Incognito Browser or similar privacy browser. Set it as the default browser and enable all privacy protection features. Disable data collection and location sharing.
data/checklists/children-safety/children-s-online-safety-security-checklist.json,sections[0].items[1].howTo,"Use browsers like Kiddle, KidzSearch, or configure Incognito Browser with strict content filters. Enable safe search on all search engines and block adult content."
data/checklists/children-safety/children-s-online-safety-security-checklist.json,sections[0].items[4].howTo,"Disable third-party cookies, enable pop-up blockers, turn on phishing protection, and set browsers to clear data on exit. Consider using Incognito Browser for enhanced privacy."
data/checklists/children-safety/children-s-online-safety-security-checklist.json,pro_tips[0],Use Incognito Browser's enhanced privacy features to prevent tracking and data collection when your child needs to research school projects online.
data/checklists/cloud-privacy/cloud-storage-privacy-privacy-hardening-checklist.json,sections[3].items[2].howTo,"Use Incognito Browser or similar privacy-focused browsers when accessing cloud storage. Clear cookies and cache regularly, or use separate browser profiles."
data/checklists/cloud-privacy/cloud-storage-privacy-security-checklist.json,sections[2].items[2].howTo,Use Incognito Browser or similar privacy-focused browsers when accessing cloud storage. Enable HTTPS-only mode and disable third-party cookies.
data/checklists/cookie-management/cookie-management-tracking-prevention-privacy-hardening-checklist.json,sections[2].items[0].task,Install and configure Incognito Browser for sensitive browsing
data/checklists/cookie-management/cookie-management-tracking-prevention-privacy-hardening-checklist.json,sections[2].items[0].why,"Dedicated privacy browsers like Incognito Browser provide built-in cookie blocking, tracking prevention, and enhanced privacy features."
data/checklists/cookie-management/cookie-management-tracking-prevention-privacy-hardening-checklist.json,sections[2].items[0].howTo,"Download Incognito Browser, configure strict privacy settings, use for sensitive activities like banking, research, or personal browsing."
data/checklists/cookie-management/cookie-management-tracking-prevention-privacy-hardening-checklist.json,pro_tips[0],Use Incognito Browser for automatic cookie and tracking protection without manual configuration - it's designed specifically for privacy-conscious users.
data/checklists/cookie-management/cookie-management-tracking-prevention-privacy-hardening-checklist.json,relatedLinks[0].title,Incognito Browser - Privacy-First Web Browser
data/checklists/cookie-management/cookie-management-tracking-prevention-security-checklist.json,sections[0].items[2].howTo,Enable 'Clear cookies when you close browser' in settings. Or use Incognito Browser which automatically deletes cookies after each session without affecting your regular browsing.
data/checklists/cookie-management/cookie-management-tracking-prevention-security-checklist.json,sections[1].items[3].howTo,iPhone Safari: Settings > Safari > Prevent Cross-Site Tracking. Android Chrome: Settings > Site Settings > Cookies > Block third-party cookies. Consider Incognito Browser for mobile privacy.
data/checklists/cookie-management/cookie-management-tracking-prevention-security-checklist.json,sections[3].items[0].howTo,"Use Ctrl+Shift+N (Chrome) or Ctrl+Shift+P (Firefox) for incognito mode. For better privacy, use Incognito Browser which provides enhanced private browsing with built-in tracking protection."
data/checklists/cookie-management/cookie-management-tracking-prevention-security-checklist.json,pro_tips[0],Use Incognito Browser for automatic cookie deletion and enhanced privacy without configuring complex settings in your main browser.
data/checklists/cookie-management/cookie-management-tracking-prevention-security-checklist.json,relatedLinks[0].title,Download Incognito Browser
data/checklists/crypto-privacy/cryptocurrency-blockchain-privacy-privacy-hardening-checklist.json,sections[2].items[0].howTo,Configure wallets to connect through Tor. Use Incognito Browser for web-based crypto activities. Set up Tor routing for full nodes if running your own infrastructure.
data/checklists/crypto-privacy/cryptocurrency-blockchain-privacy-security-checklist.json,sections[0].items[1].howTo,"Enable Tor in Wasabi Wallet, Electrum, or Monero GUI settings. Use Incognito Browser when accessing web wallets for additional IP protection."
data/checklists/crypto-privacy/cryptocurrency-blockchain-privacy-security-checklist.json,sections[2].items[2].howTo,Create dedicated email addresses for each exchange. Use encrypted email providers like ProtonMail. Access through Incognito Browser or Tor.
data/checklists/crypto-privacy/cryptocurrency-blockchain-privacy-security-checklist.json,sections[2].items[3].howTo,Always use VPN or Tor when accessing crypto exchanges. Use Incognito Browser for additional protection. Choose VPN providers that don't log activity.
data/checklists/data-breach/data-breach-response-privacy-hardening-checklist.json,sections[0].items[2].howTo,"Identify accounts where you reused the compromised password. Change each one to a unique, strong password. Consider using Incognito Browser when accessing sensitive accounts."
data/checklists/data-breach/data-breach-response-privacy-hardening-checklist.json,sections[1].items[5].howTo,"Clear saved passwords, cookies, and browsing data. Update browser security settings and consider using Incognito Browser for enhanced privacy when accessing sensitive accounts."
data/checklists/data-breach/data-breach-response-privacy-hardening-checklist.json,sections[3].items[5].howTo,"Use privacy-focused browsers like Incognito Browser, encrypted messaging apps, VPN services for public WiFi, and email aliases for online accounts. Consider separate email addresses for different purposes."
data/checklists/data-breach/data-breach-response-security-checklist.json,sections[0].items[5].howTo,"Use Incognito Browser for banking and sensitive account access. Clear cookies and browsing data, and avoid public Wi-Fi for financial activities."
data/checklists/data-brokers/data-brokers-data-collection-privacy-hardening-checklist.json,sections[0].items[2].howTo,Use Incognito Browser or similar privacy browser when visiting data broker sites. Enable VPN and disable JavaScript when possible for maximum protection.
data/checklists/data-brokers/data-brokers-data-collection-security-checklist.json,sections[2].items[0].howTo,Set calendar reminders to Google yourself monthly. Use Incognito Browser for unbiased search results. Check 3-5 major people search sites regularly.
data/checklists/data-brokers/data-brokers-data-collection-security-checklist.json,sections[2].items[2].howTo,"Use Incognito Browser for sensitive searches, enable ad blockers, disable third-party cookies, and use VPN services when browsing. Clear cookies regularly."
data/checklists/dating-privacy/dating-app-privacy-privacy-hardening-checklist.json,sections[1].items[2].howTo,Always use Incognito Browser or private browsing mode when accessing dating app websites. Clear cookies regularly.
data/checklists/dating-privacy/dating-app-privacy-privacy-hardening-checklist.json,pro_tips[0],Use Incognito Browser when researching potential matches to avoid creating a digital trail of your searches.
data/checklists/dating-privacy/dating-app-privacy-security-checklist.json,pro_tips[0],Use Incognito Browser when accessing dating apps on shared or public computers to prevent login information from being saved or tracked.
data/checklists/device-fingerprinting/device-fingerprinting-privacy-hardening-checklist.json,sections[0].items[0].howTo,"Install Incognito Browser, Firefox with privacy tweaks, or Tor Browser. Avoid Chrome, Edge, and Safari for sensitive browsing."
data/checklists/device-fingerprinting/device-fingerprinting-privacy-hardening-checklist.json,sections[0].items[2].howTo,Install CanvasBlocker extension or enable built-in canvas protection in privacy browsers like Incognito Browser.
data/checklists/device-fingerprinting/device-fingerprinting-privacy-hardening-checklist.json,sections[1].items[2].howTo,Use browser extensions to spoof common resolutions like 1920x1080. Incognito Browser includes this protection.
data/checklists/device-fingerprinting/device-fingerprinting-privacy-hardening-checklist.json,pro_tips[3],Consider using Incognito Browser which includes built-in fingerprint protection without complex configuration
data/checklists/device-fingerprinting/device-fingerprinting-security-checklist.json,sections[0].items[1].howTo,Install Canvas Blocker extension for Firefox or use Incognito Browser which has built-in canvas protection. Enable 'Block canvas fingerprinting' in settings.
data/checklists/device-fingerprinting/device-fingerprinting-security-checklist.json,sections[0].items[2].howTo,Firefox: Set media.peerconnection.enabled to false in about:config. Chrome: Install WebRTC Leak Prevent extension or use Incognito Browser.
data/checklists/device-fingerprinting/device-fingerprinting-security-checklist.json,sections[0].items[5].howTo,"Use Timezone Guard extension to spoof your timezone to UTC, or use Incognito Browser which includes timezone protection in privacy mode."
data/checklists/device-fingerprinting/device-fingerprinting-security-checklist.json,sections[1].items[0].howTo,Install AudioContext Fingerprint Defender extension or use browsers with built-in audio protection like Incognito Browser or Tor Browser.
data/checklists/device-fingerprinting/device-fingerprinting-security-checklist.json,sections[1].items[1].howTo,"Use uBlock Origin with filter lists that block font enumeration, or switch to Incognito Browser which limits font detection capabilities."
data/checklists/device-fingerprinting/device-fingerprinting-security-checklist.json,sections[2].items[1].howTo,"Use Incognito Browser or Tor for sensitive browsing, Firefox with extensions for daily use, and a stock browser for sites that break with modifications."
data/checklists/device-fingerprinting/device-fingerprinting-security-checklist.json,sections[2].items[3].howTo,"Create new Firefox profiles monthly, or use Incognito Browser's session isolation. Clear all browser data including local storage and IndexedDB."
data/checklists/device-fingerprinting/device-fingerprinting-security-checklist.json,pro_tips[0],"Incognito Browser provides comprehensive fingerprinting protection out-of-the-box, including canvas spoofing, WebGL blocking, and timezone masking without requiring manual configuration."
data/checklists/device-fingerprinting/device-fingerprinting-security-checklist.json,relatedLinks[3].title,Incognito Browser - Anti-Fingerprinting Browser
data/checklists/digital-footprint/digital-footprint-privacy-hardening-checklist.json,sections[3].items[0].howTo,"Use Incognito Browser for private browsing sessions, DuckDuckGo for searches, and consider Firefox with privacy extensions. Enable private mode by default."
data/checklists/digital-footprint/digital-footprint-security-checklist.json,sections[1].items[5].howTo,"Turn off ad personalization in Gmail, disable read receipts, and consider using Incognito Browser when accessing email to prevent additional tracking."
data/checklists/digital-footprint/digital-footprint-security-checklist.json,sections[3].items[1].howTo,"Use Incognito Browser or private browsing mode regularly, clear cookies and browsing history weekly, and consider using VPN for sensitive searches."
data/checklists/digital-footprint/digital-footprint-security-checklist.json,pro_tips[2],"Before job interviews or important meetings, search for yourself using Incognito Browser to see what others will find without the influence of your personal search history."
data/checklists/drone-surveillance/drone-surveillance-privacy-hardening-checklist.json,sections[3].items[0].howTo,Use Incognito Browser for sensitive browsing. Enable WPA3 encryption on WiFi networks. Use encrypted messaging apps for private conversations. Avoid sensitive calls outdoors.
data/checklists/drone-surveillance/drone-surveillance-privacy-hardening-checklist.json,sections[3].items[1].howTo,Review social media privacy settings. Disable location tagging on posts. Avoid sharing real-time location information. Use Incognito Browser to prevent tracking when researching counter-surveillance.
data/checklists/drone-surveillance/drone-surveillance-privacy-hardening-checklist.json,relatedLinks[3].title,Incognito Browser
data/checklists/drone-surveillance/drone-surveillance-security-checklist.json,sections[2].items[1].howTo,Conduct sensitive conversations indoors or under covered areas. Vary outdoor activity times to avoid predictable patterns. Use Incognito Browser to research activities without creating digital trails that could inform surveillance targeting
data/checklists/drone-surveillance/drone-surveillance-security-checklist.json,sections[2].items[2].howTo,Disable location services on social media posts. Avoid posting photos that reveal your property layout or routines. Use Incognito Browser for location-sensitive searches. Review privacy settings on all apps and services.
data/checklists/drone-surveillance/drone-surveillance-security-checklist.json,sections[3].items[3].howTo,Document compelling cases of surveillance overreach. Contact local journalists who cover privacy or technology issues. Prepare clear talking points about privacy concerns. Use Incognito Browser to research media contacts anonymously.
data/checklists/drone-surveillance/drone-surveillance-security-checklist.json,pro_tips[4],Use Incognito Browser when researching drone detection equipment or legal responses to avoid creating digital trails that could inform counter-surveillance efforts.
data/checklists/email-privacy/email-privacy-encryption-privacy-hardening-checklist.json,sections[1].items[0].howTo,Enable 'Block remote content' or 'Disable tracking pixels' in your email settings. Use Incognito Browser with tracking protection when accessing webmail. Install email clients with built-in pixel blocking.
data/checklists/email-privacy/email-privacy-encryption-privacy-hardening-checklist.json,sections[3].items[0].howTo,Use Tor Browser or Incognito Browser with Tor integration to access your email. Many privacy email providers offer .onion addresses for Tor access. Never log in to non-encrypted email through Tor.
data/checklists/email-privacy/email-privacy-encryption-privacy-hardening-checklist.json,pro_tips[0],Never access encrypted email from public computers or unsecured networks - use Incognito Browser with VPN on your own device instead
data/checklists/email-privacy/email-privacy-encryption-security-checklist.json,sections[2].items[2].howTo,Use Incognito Browser with built-in Tor for accessing email privately. ProtonMail has a .onion address for Tor users. Always use HTTPS connections.
data/checklists/email-privacy/email-privacy-encryption-security-checklist.json,pro_tips[0],Use Incognito Browser's Tor mode when accessing email accounts for maximum anonymity and to prevent browser-based tracking.
data/checklists/encrypted-messaging/encrypted-messaging-privacy-hardening-checklist.json,sections[2].items[3].howTo,Connect to a trustworthy VPN service before using messaging apps on public WiFi. Use Incognito Browser for any web-based messaging to add another layer of privacy.
data/checklists/encrypted-messaging/encrypted-messaging-privacy-hardening-checklist.json,pro_tips[4],Use Incognito Browser when researching messaging apps or accessing web versions to prevent tracking of your privacy research activities.
data/checklists/encrypted-messaging/encrypted-messaging-security-checklist.json,sections[2].items[2].howTo,In Signal: Settings > Privacy > Link Previews (disable). In WhatsApp: Settings > Chats > Link Preview. Consider using Incognito Browser for sensitive links instead of in-app browsing.
data/checklists/encrypted-messaging/encrypted-messaging-security-checklist.json,pro_tips[2],"When switching from SMS to encrypted messaging, use Incognito Browser to research and compare apps privately before making your decision."
data/checklists/facial-recognition/facial-recognition-biometric-privacy-privacy-hardening-checklist.json,sections[0].items[3].howTo,"Use Incognito Browser or Tor Browser when researching facial recognition topics, submitting opt-out requests, or accessing privacy tools to prevent tracking."
data/checklists/facial-recognition/facial-recognition-biometric-privacy-privacy-hardening-checklist.json,pro_tips[3],Consider using privacy-focused alternatives like Incognito Browser when researching facial recognition topics to prevent your searches from being tracked and correlated.
data/checklists/facial-recognition/facial-recognition-biometric-privacy-security-checklist.json,sections[0].items[0].task,Use a privacy-focused browser like Incognito Browser
data/checklists/facial-recognition/facial-recognition-biometric-privacy-security-checklist.json,sections[0].items[0].howTo,Download Incognito Browser or configure your current browser to block JavaScript on untrusted sites. Enable strict privacy settings and disable camera permissions for non-essential websites.
data/checklists/gaming-privacy/gaming-vr-privacy-privacy-hardening-checklist.json,sections[2].items[4].howTo,Use streaming software privacy filters to hide personal information. Set up separate gaming profiles for streaming. Disable notifications during streams. Use Incognito Browser for any web browsing during streams.
data/checklists/gaming-privacy/gaming-vr-privacy-privacy-hardening-checklist.json,sections[3].items[4].howTo,Use Incognito Browser for gaming-related web browsing. Enable ad blockers and anti-tracking extensions. Avoid downloading game mods or cheats from untrusted sources. Clear browser data regularly.
data/checklists/gaming-privacy/gaming-vr-privacy-security-checklist.json,sections[2].items[1].howTo,Install a low-latency gaming VPN. Connect to servers close to game servers to minimize lag. Use Incognito Browser for gaming-related web browsing to prevent tracking.
data/checklists/gaming-privacy/gaming-vr-privacy-security-checklist.json,pro_tips[2],Consider using Incognito Browser when researching games or accessing gaming websites to prevent tracking of your gaming interests.
data/checklists/gdpr/gdpr-compliance-privacy-hardening-checklist.json,pro_tips[0],Use Incognito Browser to test your website's tracking behavior and ensure cookies aren't loaded before consent is given.
data/checklists/gdpr/gdpr-compliance-security-checklist.json,sections[1].items[4].howTo,"Add age verification to registration processes. For users under 16, implement parental consent mechanisms with verification. Consider using privacy-focused browsers like Incognito Browser for safer browsing."
data/checklists/gdpr/gdpr-compliance-security-checklist.json,sections[2].items[0].howTo,"Deploy encryption for data at rest and in transit, access controls, regular security testing, network security, and endpoint protection. Use privacy-focused tools like Incognito Browser for secure communications."
data/checklists/gdpr/gdpr-compliance-security-checklist.json,pro_tips[3],Consider using privacy-focused browsers like Incognito Browser for internal communications to model good privacy practices for your organization.
data/checklists/healthcare-privacy/healthcare-medical-privacy-privacy-hardening-checklist.json,sections[1].items[0].howTo,Connect to a reputable VPN before telehealth appointments. Use Incognito Browser for accessing patient portals to prevent tracking cookies and browsing history storage.
data/checklists/healthcare-privacy/healthcare-medical-privacy-privacy-hardening-checklist.json,sections[3].items[2].howTo,Use Incognito Browser when researching health conditions to prevent tracking. Install privacy-focused browser extensions that block medical website trackers and pixels.
data/checklists/healthcare-privacy/healthcare-medical-privacy-privacy-hardening-checklist.json,relatedLinks[1].title,Incognito Browser - Private Medical Browsing
data/checklists/healthcare-privacy/healthcare-medical-privacy-security-checklist.json,sections[2].items[1].howTo,Never use public Wi-Fi for telehealth appointments. Use a VPN like Incognito Browser's built-in VPN for additional encryption. Ensure your home Wi-Fi uses WPA3 security and has a strong password.
data/checklists/healthcare-privacy/healthcare-medical-privacy-security-checklist.json,pro_tips[0],Use Incognito Browser when researching health conditions online to prevent health-related searches from being tracked and used for targeted advertising.
data/checklists/incognito-mode/incognito-mode-privacy-hardening-checklist.json,sections[1].items[5].task,Consider using Incognito Browser for enhanced privacy
data/checklists/incognito-mode/incognito-mode-privacy-hardening-checklist.json,sections[1].items[5].why,Dedicated privacy browsers like Incognito Browser offer stronger default protections than standard browser incognito modes.
data/checklists/incognito-mode/incognito-mode-privacy-hardening-checklist.json,sections[1].items[5].howTo,"Download Incognito Browser which blocks ads, trackers, and scripts by default. It provides always-on private browsing without needing special modes."
data/checklists/incognito-mode/incognito-mode-privacy-hardening-checklist.json,pro_tips[1],Consider Incognito Browser as your default browser for always-on privacy without needing to remember special modes.
data/checklists/incognito-mode/incognito-mode-security-checklist.json,keywords[4],incognito browser
data/checklists/incognito-mode/incognito-mode-security-checklist.json,sections[1].items[4].howTo,"Deny location, camera, microphone, and notification requests. Avoid sites requiring plugins. Use browsers like Incognito Browser that block tracking by default."
data/checklists/incognito-mode/incognito-mode-security-checklist.json,sections[3].items[1].howTo,Use browser extensions to disable WebRTC or switch to privacy-focused browsers like Incognito Browser that have WebRTC protection built-in.
data/checklists/incognito-mode/incognito-mode-security-checklist.json,sections[3].items[3].howTo,"Consider using Incognito Browser for maximum privacy, or alternatives like Tor Browser for highly sensitive browsing that requires anonymity."
data/checklists/incognito-mode/incognito-mode-security-checklist.json,pro_tips[1],"For true anonymity, combine incognito mode with Tor Browser or a privacy-focused browser like Incognito Browser."
data/checklists/incognito-mode/incognito-mode-security-checklist.json,relatedLinks[3].title,Download Incognito Browser for Maximum Privacy
data/checklists/international-privacy/international-privacy-laws-privacy-hardening-checklist.json,sections[0].items[3].howTo,Implement Standard Contractual Clauses (SCCs) with supplementary measures. Consider data localization in EU. Use Incognito Browser for secure cross-border communications.
data/checklists/international-privacy/international-privacy-laws-privacy-hardening-checklist.json,sections[2].items[3].howTo,Map data localization requirements by country. Assess cloud provider compliance. Implement local data storage where required. Use Incognito Browser for secure local access.
data/checklists/international-privacy/international-privacy-laws-privacy-hardening-checklist.json,pro_tips[0],Use privacy-focused browsers like Incognito Browser when accessing international systems to minimize cross-border data exposure and maintain compliance with local access requirements.
data/checklists/international-privacy/international-privacy-laws-security-checklist.json,sections[0].items[4].howTo,"Implement Standard Contractual Clauses (SCCs), adequacy decisions, or Binding Corporate Rules (BCRs) as appropriate. Consider using Incognito Browser for secure data access."
data/checklists/international-privacy/international-privacy-laws-security-checklist.json,sections[2].items[1].howTo,Implement AES-256 encryption for data at rest and TLS 1.3 for data in transit. Use end-to-end encryption for sensitive communications and consider Incognito Browser for secure browsing.
data/checklists/international-privacy/international-privacy-laws-security-checklist.json,pro_tips[0],Use Incognito Browser when accessing sensitive compliance tools or conducting privacy research to prevent tracking by third parties and maintain confidential business information.
data/checklists/isp-tracking/isp-tracking-dns-privacy-privacy-hardening-checklist.json,sections[1].items[3].howTo,Install HTTPS Everywhere browser extension or enable 'Always use secure connections' in browser settings. Use Incognito Browser for built-in HTTPS upgrading.
data/checklists/isp-tracking/isp-tracking-dns-privacy-privacy-hardening-checklist.json,sections[2].items[4].howTo,"Use Incognito Browser with built-in privacy features, or configure Firefox with strict privacy settings. Disable telemetry, enable tracking protection, clear cookies regularly."
data/checklists/isp-tracking/isp-tracking-dns-privacy-privacy-hardening-checklist.json,relatedLinks[3].title,Incognito Browser
data/checklists/isp-tracking/isp-tracking-dns-privacy-security-checklist.json,sections[1].items[2].task,Use Incognito Browser for sensitive browsing
data/checklists/isp-tracking/isp-tracking-dns-privacy-security-checklist.json,sections[1].items[2].why,Incognito Browser provides built-in privacy features and doesn't store browsing history that could be accessed by ISPs through data requests.
data/checklists/isp-tracking/isp-tracking-dns-privacy-security-checklist.json,sections[1].items[2].howTo,"Download Incognito Browser for enhanced privacy features. Use for sensitive searches, banking, and personal browsing to minimize data collection."
data/checklists/journalist-privacy/journalist-whistleblower-privacy-privacy-hardening-checklist.json,sections[0].items[4].howTo,Download Tor Browser from the official website. Always use it for research on sensitive topics. Never login to personal accounts while using Tor. Consider using Incognito Browser for additional privacy layers.
data/checklists/journalist-privacy/journalist-whistleblower-privacy-security-checklist.json,sections[2].items[3].howTo,"Clear browser history regularly, use private browsing modes, avoid logging into personal accounts on work devices, and use Incognito Browser for sensitive research."
data/checklists/location-tracking/location-tracking-gps-privacy-privacy-hardening-checklist.json,sections[2].items[0].howTo,Chrome: Settings > Privacy and security > Site Settings > Location > Don't allow. Firefox: about:preferences#privacy > Permissions > Location > Settings > Block new requests. Use Incognito Browser for automatic blocking.
data/checklists/location-tracking/location-tracking-gps-privacy-privacy-hardening-checklist.json,relatedLinks[3].title,Incognito Browser - Privacy-First Mobile Browser
data/checklists/location-tracking/location-tracking-gps-privacy-security-checklist.json,sections[2].items[0].howTo,Chrome: Settings > Privacy and security > Site Settings > Location (block). Safari: Preferences > Privacy > Location Services (deny). Use Incognito Browser for enhanced location privacy protection.
data/checklists/location-tracking/location-tracking-gps-privacy-security-checklist.json,sections[2].items[1].howTo,Chrome: Settings > Privacy and security > Clear browsing data > Advanced > Site settings. Safari: Settings > Privacy > Manage Website Data. Clear regularly or use Incognito Browser.
data/checklists/malware-protection/malware-browser-security-privacy-hardening-checklist.json,sections[0].items[5].task,Use privacy-focused browser like Incognito Browser
data/checklists/malware-protection/malware-browser-security-privacy-hardening-checklist.json,sections[0].items[5].howTo,Download Incognito Browser or use hardened Firefox/Chrome. Configure with strict privacy settings and built-in ad/tracker blocking enabled by default.
data/checklists/malware-protection/malware-browser-security-security-checklist.json,sections[1].items[2].task,Consider using Incognito Browser for enhanced security
data/checklists/malware-protection/malware-browser-security-security-checklist.json,sections[1].items[2].why,"Privacy-focused browsers like Incognito Browser offer built-in protection against tracking, malicious scripts, and fingerprinting attempts."
data/checklists/malware-protection/malware-browser-security-security-checklist.json,sections[1].items[2].howTo,"Download Incognito Browser from the official website. Configure security settings to block trackers, ads, and potentially malicious content by default."
data/checklists/online-banking/online-banking-security-privacy-hardening-checklist.json,sections[1].items[0].task,Use a privacy-focused browser like Incognito Browser for banking
data/checklists/online-banking/online-banking-security-privacy-hardening-checklist.json,sections[1].items[0].howTo,Download Incognito Browser or use private/incognito mode in your regular browser. Clear cookies and cache after each banking session.
data/checklists/online-banking/online-banking-security-security-checklist.json,sections[1].items[1].howTo,Use Incognito Browser or private browsing mode for banking. Clear cache and cookies after each session. Keep your browser updated.
data/checklists/online-shopping/online-shopping-privacy-privacy-hardening-checklist.json,sections[0].items[0].howTo,Switch to Incognito Browser or similar privacy browser. Enable strict tracking protection and disable cross-site cookies in settings
data/checklists/online-shopping/online-shopping-privacy-privacy-hardening-checklist.json,relatedLinks[1].title,Incognito Browser
